ItemID,Sentiment,SentimentSource,SentimentText
37289,1,Sentiment140,@Amanda_fd how's your day 
37298,1,Sentiment140,@Amanda_Holden- hiya  i cant believe BGT is nearly over!! just wanted to wish you good luck for New York marathon!!!  xx
37302,1,Sentiment140,@Amanda_Holden Thinking so far the public got it right every night! Shaheen was AMAZING!!! The Flatley duo = HILARIOUS! 
37318,0,Sentiment140,"@alisoncxo, my heart is offically broken "
37338,1,Sentiment140,@alisonmacleod no puppy person followes me... How sad. 
37349,0,Sentiment140,"@Amanda_mb not doing any today cause Mom's at regular work, so I'm meant to be doing essays and stuff lol, not fun "
37400,1,Sentiment140,@AlistairLaing  it is tough Alistair but we force ourselves to grin and bear it  
37429,0,Sentiment140,"@amandabynes rain is no good.  lol, just wanted to say i love your acting! you are very talented miss amanda "
37507,0,Sentiment140,@amandagirrrl omg I'm jealous  not about the babysitter part though lol
37551,0,Sentiment140,@alkingyouworms yeah that is epicfail on my part. 
37561,0,Sentiment140,"@all_stars_fade, I'm lame! I forgot to tell ya about her appt! It went well, he's growing so fast! Got her 2nd HEP shot  but all is well!"
37618,1,Sentiment140,"@allan_at_rogue Oh, thankyou for the #ff lovin!  Considering I've been a bit scatty lately!"
37724,0,Sentiment140,@AmandaPatchin Oh No! 
37757,0,Sentiment140,@Allieandra sorry  must sleep before foot permanently lodges in mouth 
37758,0,Sentiment140,@Allieaubrey I really wanted to  go to that but sadly I have to work 
37787,0,Sentiment140,@amandasoltis I wanna go there 
37794,0,Sentiment140,@amandathall why?  new york is great! You have to give it a chance.
37824,1,Sentiment140,@allieo ha! i thought it definitely gave FML's $5.97 claw hammer bar code tattoo story a run for it's money 
37851,0,Sentiment140,@allison0528 Pic is on the FL site - one of the girls posted it. Go check out the thread and comment 
37898,1,Sentiment140,@amazingjourney Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
37936,1,Sentiment140,"@amazondotjon Yeah, right. "
37991,1,Sentiment140,@AllisonNazarian that's pretty cool. I'm a fellow tomboy 
38025,1,Sentiment140,@AmberAusten its true  myspace has a lot more friends in the lower 48 who aren't on fb yet. or even here! :o shocking ... i know!
38070,1,Sentiment140,@ALLPROALLDAY I dunno.I'm following 25 &amp; have over 200  woot woot!
38086,1,Sentiment140,@amberchase more gifts for you 
38141,1,Sentiment140,@AmbersAlerts lol i'll have to look on youtube later  thanks
38153,0,Sentiment140,@AmberTales Braces hurting you love? 
38201,0,Sentiment140,@allthatglitrs21 i will send it when i get home after rehearsal!!! do u have a photo of us??? because i dont 
38222,1,Sentiment140,@alltimelove that is so true ! ok so u gotta remind me in hrm to take in my gray card . cause i love you 
38227,1,Sentiment140,@alltimetorchia YAY!  i just broke 1400 today.
38233,1,Sentiment140,@ambuhvee thanks  &lt;3 I sure hope I do.
38239,1,Sentiment140,@AMcDermott nobody forces people to buy it 
38250,1,Sentiment140,@ameeraaa__ ii was also at school. =] haha was just reminding you in case you forgot. 
38271,1,Sentiment140,@ameliavillani ok sweet  well ring me when youre on your way to oakleigh station and i'll meet you at flinders stps. ring me wen u on trn
38280,0,Sentiment140,"@ameliuskate yehh bit its cosof mee she he got chinned Arghgh ima hide in a box , wanna join me  ly, x"
38308,0,Sentiment140,@AmeriKeith yikes.... My 14 yr old is pretty clear too.  4 of the 6 older kids are clear too... 2 are completely lost.  
38429,0,Sentiment140,@Amie403 miss you already 
38430,1,Sentiment140,@amieeetwits yay! 
38433,1,Sentiment140,@amieewhitney I'm lol'ing now. 
38441,1,Sentiment140,@amiemccarron just acknowledging you're muy excellente 
38477,0,Sentiment140,@AlmG that's not cool I ate one 
38519,1,Sentiment140,"@AmineB Haha, that would be great! "
38540,0,Sentiment140,@amirtedros you don't have a camera? Filmmaker fail! 
38546,1,Sentiment140,@amitbanayan you just did 
38581,1,Sentiment140,@ammiisaurusrexx nah it's okay I'll just wait until I faint again and age realizes that I need help 
38599,1,Sentiment140,@AlohaLealani good night 
38653,0,Sentiment140,"@amorphiaapparel Frustrated with Spreadshirt! Turns out my order didn't go through, so I missed the sale, and no shirts are on their way. "
38662,1,Sentiment140,@alomoris thank you for #followfriday 
38746,0,Sentiment140,@amurodesu æˆ‘ä»Šå¤©æ²’çœ‹åˆ°ä½ ...that was probs poor grammar. sigh sad sad me...oh man  dramzzz
38764,1,Sentiment140,@Amy_leigh14 yeaahh dude mine was productive  lolol x x
38788,0,Sentiment140,@alphabitch Ugh... I think I threw up a little in my mouth... 
38835,1,Sentiment140,@ALStrays My cat usually cools himself in bidet 
38878,0,Sentiment140,@AmyBug08 Cause before long there will be a snotty nose boy at the door wanting to take on a date  happens quicker than you think.
38965,0,Sentiment140,@althefierce I'm sorry  keep me updated.
38969,1,Sentiment140,"@altimet hey bro..welcum to sunny island..btw, RIA 89.7 kept playing ur song -&quot;MIMPI&quot;..catchy beat but lyrics very &quot;mendalam&quot;..thumbs up "
38988,1,Sentiment140,@AluraStar Have a good night Alura! 
39016,1,Sentiment140,"@amylovesoliver noooooo amy, you and your little dog, too??? You won't die and there will be little people to show you the way home "
39027,1,Sentiment140,@amymengcn So you're just undernourished. Yay you 
39046,0,Sentiment140,"@alwaysasidekick I am so proud for you, quitting smoking is so hard. my husband quit and started again  but yeah for you, you rock!!"
39081,0,Sentiment140,"@amyoneee It was last sunday right? And yeah, I didn't see you sorry. "
39172,1,Sentiment140,@AmysFinerThings Can admitting to failure be a finer thing?  http://bit.ly/157W3I
39193,1,Sentiment140,@alyankovic thats a gay name. keep it how it is 
39288,0,Sentiment140,@alysonc3 awesome.  yeah some work places have a lot of things blocked 
39378,1,Sentiment140,"@alexjr85 Ssssss, y no invitanï¿½ provechï¿½n "
39389,1,Sentiment140,@alexknight true  I was being over dramatic ... girls are over dramatic. haha
39399,0,Sentiment140,@AlexLJ described by docs as break without broken bones. said 6 to 12 for recovery. looking nearer 12 
39431,1,Sentiment140,@alexodam already subscribed to him 
39458,0,Sentiment140,"@AnalystAlterEgo Oh yeah, it was something. Sad thing is, it`s happening everyday...  #BreakingBad"
39486,0,Sentiment140,@Alyssa_Milano Awww. isn't he beautiful! It's very hard to leave them...  They are always so happy to see you when you come home tho...
39538,1,Sentiment140,"@Alyssa_Milano Sorry to hear about the pilot, although, I like to think everything happens for a reason   xx"
39553,0,Sentiment140,@ananyah Hmm 
39628,0,Sentiment140,@anaz 2 assassiante is not nice  
39661,0,Sentiment140,@AlyssaTwomey gahhh omg i love these. and i love youuuu. saw peace sign rainboots in tj maxx once. they didn't have my size 
39671,0,Sentiment140,@alystoe  I hope you are okay
39748,1,Sentiment140,"@amalinaaa I got it off ebay but, you should get it off Play.com  xx"
39751,1,Sentiment140,@amalinaaa nah.... different accent.. but it's cute.. 
39769,1,Sentiment140,@AnderLucia made great time...drove the whole way. planning to take the train to san diego from oceanside tomorrow and chill out there 
39792,0,Sentiment140,"@andiepants It might be because, like me, you haven't "
39793,0,Sentiment140,@amalinahs i miss you too! 
39798,1,Sentiment140,@amanda I think they put mirrors in lifts/elevators to make the ride go faster - (We can't help but look at ourselves)  
39819,1,Sentiment140,@Amanda_Holden loved your dress last night your amazinggg! 
39837,0,Sentiment140,@AndiiSmilez I miss them too! 
39897,1,Sentiment140,@amandabenson Baby lilies are too cute. 
39937,1,Sentiment140,@amandabynes  just want to let you know im a huge fan  and are you going to be in any movies anytime soon? &lt;3
39959,0,Sentiment140,@amandacdykes don't have a summer  Starting a new job as a Technology Integration Specialist! Exciting but no summer
39997,0,Sentiment140,@andreafosho Yes ! 
40045,0,Sentiment140,"@AmandalovesHBK I understand needing money - been out of work  1 1/2 years , still no job    I need a lottery win!"
40066,0,Sentiment140,"@andreaparsons Ok I'll check it out, thanks for the tip. And I'm not young.. I'm 18 and 8 months and 5 days. Yep, I counted. "
40068,1,Sentiment140,"@AndreaPetrou I think Simon has been without a cigarette for three weeks now, so if you need encouragement, talk to him "
40069,1,Sentiment140,@andreapichling OMG! PICHLING I LOVE YOUU (NO HOMO)  hahaha soo incredible i cant wait till the next livechat
40118,0,Sentiment140,@andreastephani mine is going to be too long! Argh! Just spoke to Westlaw in America but there is nothing they can do 
40124,1,Sentiment140,@andreatunes damn! it wont open cuz im on tiger! i'll try it out once i get the new mb 
40129,0,Sentiment140,@AndreaVerdura my father would rather go to England this year than spend time with his family 
40130,1,Sentiment140,@Andreavgs hey my name's Rachel!  I'm from FL. Supp? Haha!
40167,1,Sentiment140,"@amandarecker You'd love it in the fall.  If/when you do, you'll have a guide. ;)"
40177,1,Sentiment140,@AmandaSena thank you! I just knew there was someone else out there! 
40306,1,Sentiment140,@Ambee789  he waves hello back
40427,1,Sentiment140,@amberrrrrrr I think it was the cake that put us all over the edge.  It was yummy.  Your family knows how to throw a good party. lol 
40485,1,Sentiment140,"@amcmoore Have fun, hon! Ooh, look what a poet I am. "
40583,0,Sentiment140,@amethystaitken whhhaaa? No! Too much!! 
40601,1,Sentiment140,@amg_smile2013 but i need clothess! 
40616,0,Sentiment140,"@AMIdesigns Lol I have  reminder in my phone, really waiting for this. Hope that doesn't make me sound sad "
40652,0,Sentiment140,@amigastu That's annoying as MobileMe syncs notes across Macs. Never mind. 1 less feature I can use 
40669,1,Sentiment140,@AmiraHasni AWESOME! Her album's great! 
40717,0,Sentiment140,"@AmMarvellous I haven't been near it, but I think it's supposed to be ready to go up at Tuesday's rehearsal. But I won't be there "
40755,1,Sentiment140,@andrew1913 theme tune? Your robin I'm BATMAN! 
40760,1,Sentiment140,@AmMarvellous Never a contest!  *hugs* Sweeetdreams and hopefully no leeks during the night 
40828,1,Sentiment140,@amous Thanks for following!!  
40853,0,Sentiment140,@ampster What the fuck is &quot;real life&quot; - never heard of it. 
40855,1,Sentiment140,@amradelamin nothing the court decided to ban all the pornography websites I don know why even .. I was a big fan  lollll joking
40892,1,Sentiment140,"@amusical1 oooh, black looks good too!  "
40897,1,Sentiment140,@Amy_E_W  not :S lol
40926,1,Sentiment140,"@AmyAllTimeLow I just saw your comment hehe that's awesome, we think it will be snazzy  "
40954,0,Sentiment140,"@amycarr92 hey, im ok. well im trying to be ok. i'll talk to you at school  bout it. i have no credit unti 12 noon tomorrow. "
40967,0,Sentiment140,@amydibble that is the same thing 
40995,0,Sentiment140,@AmyHarber sorry! Shoulda worn my pronk jersey 
41035,0,Sentiment140,@andrewbeaton You still need one apparently  (for a free account)
41063,1,Sentiment140,"@amykay1 aww thats awesome!  I live in a false reality - i like 2 think i can sing but i cant, doesn't stop me from beltin it out n my car"
41099,1,Sentiment140,@andreweastgate busy till end of next week. week after should be free 
41101,1,Sentiment140,@andrewFABULOUSS. I've got every thing done  holla!!!! I'm just working on Mons work now!!!!
41123,0,Sentiment140,@Andrewgoldstein were driving through Omaha today!!!!!! Wish we had time to hang  love and miss you
41163,1,Sentiment140,"@amypalko Great - looking forward to it, we've missed you round here "
41183,1,Sentiment140,@AndrewKelsall - just made space for more retweets - Excellent illusion - â˜…â˜…â˜…â˜…â˜…â˜…  http://bit.ly/U933e
41187,1,Sentiment140,@andrewkjs sun just walked away with tripple their stock value 
41217,0,Sentiment140,@AndrewQ80 I tried that a few years back. Money ran out :as did my flatmates patience 
41221,1,Sentiment140,@AndrewRatcliffe For future reference Tony and I are &quot;red nose&quot; clowns not white face... 
41245,0,Sentiment140,@AmyPerry04 really? he dont have any twitter account BUT i saw one that  syas that he's really the adam lambert. 
41274,1,Sentiment140,@amysav83 thanks 
41296,1,Sentiment140,@andrianjones11 Can I now delete the friends you added to my facebook account when I wasn't looking? or shall I up the prank stakes? 
41319,1,Sentiment140,@andtheafterglow Can't find your entry Jen...LJ re re here!  And I actually thought I was learning. :-/
41342,0,Sentiment140,@AmyVee not having fun. school isnt fun 
41345,1,Sentiment140,@AmyWildes thanks so much 
41369,0,Sentiment140,"@AmyyVee WTF? i wanna see it  esp. the netball, hehe."
41372,0,Sentiment140,"@Amzieebbz aww, i had to do that a few weeks ago, didn't enjoy it very much,  lmao. lol, :L x"
41400,0,Sentiment140,@anabear so do I!  But nothing near me right now 
41419,0,Sentiment140,@anaga_by for what?? school?? ... August 15 
41442,1,Sentiment140,"@anakusz nothing like it , home "
41487,1,Sentiment140,@andyclemmensen   :O dude get them ones  even though they rarely twitter anymore they should make one like &quot;drunk twitter whore&quot; for andy
41497,0,Sentiment140,"@andyclemmensen awww is the secret going to suck, i dont know if i will stay up then, cos i have school tomorrow "
41538,1,Sentiment140,@AnaMartelo  your welcome  *
41546,1,Sentiment140,"@anand_raj thanks for the tip, will bet on wolverine tonight then "
41556,0,Sentiment140,@ananyah hey sis! Me and little man are mad sick  wife's good though! How's the uk treatin ya??
41564,0,Sentiment140,"@anarawr1629 aww  that's okay, he's got peeps like us who love him ;-P"
41603,1,Sentiment140,@anca_foster thank you for such kindness and grace  I promise it won't happen again lol this is my avatar everywhere now
41671,0,Sentiment140,@andinipresident isumthing bad just happen to me ndinn 
41679,1,Sentiment140,@andyclemmensen omg are you really thats would be so good i hope your not lying andy clemmensen  ox
41706,0,Sentiment140,@andydickens No this Instant Ref'g Gel only available from Elemis  but Body Shop may do similar? I'm not keen on heat+tubes 
41715,1,Sentiment140,"@ANDISAYTOYOU Trying to B, but it's tough. I still need to do abs and arms. I want my arms to stop waving when I do LOL!! "
41813,1,Sentiment140,@andreavargass @lindseymalone @BelkinB @MochaMom365 @StephenGonzalez @BelieveAnyway @EFTRadio  THANK YOU for the #followfriday love!  
41905,1,Sentiment140,"@AndrewDearling I'm in the UK on a Fulbright at Lancaster Uni to study religion &amp; I wanted to see a football match in the UK, so I went! "
41919,0,Sentiment140,@andrewfenn cwjobs.com lots of jobs but 90% are recruiters 
41971,0,Sentiment140,@AndrewNez No room for video. That lives on apple tv 
42015,0,Sentiment140,@AndyGoulding Sushi... Yummy... Tesco's sushi is now to expensive... 
42087,0,Sentiment140,@androidtomato @HAMMER32 TweetDeck keeps getting me excited 
42130,1,Sentiment140,@Andy_Watt NOoo i try to give u an compliment ..like i always do  *blinks*
42145,1,Sentiment140,@AndyBeard lol 
42210,1,Sentiment140,"@andyclemmensen 350 exactly!  im ashamed to say it, but i counted lol"
42213,0,Sentiment140,@andyclemmensen awww poor andy  i'll come beat them up for u haha x
42260,1,Sentiment140,@AndyStanley Looking forward to seeing you dreadlocks and beads this Sunday... I double dog dare you to do it.. 
42284,0,Sentiment140,@andyclemmensen i sleep with tv's on.  i cant with out it.
42353,1,Sentiment140,@andycroll can you repeat what was bad about singapore pools website please? 
42369,1,Sentiment140,@andyfranco I'm so glad you'll be there!  Stomper Live events are the highlight of my year.  
42428,1,Sentiment140,@andyhartwell like the logo 
42438,1,Sentiment140,@andylee send details please...and a review post-dinner 
42441,1,Sentiment140,"@andylim I know it's not really fast food, but would prefer one like this any day!   http://bit.ly/fdPgc"
42445,1,Sentiment140,@andymanincs oh yea! 
42446,1,Sentiment140,"@andymcgaffigan BEA= book expo America, but the Bea Arthur tribute is good too "
42469,1,Sentiment140,@Angel42579 it's never bad to be good at being bad 
42528,1,Sentiment140,"@angelarmvash Yea, I left the fun ones in there for you all, I thought you would enjoy them "
42551,0,Sentiment140,@AngelChoir Good news hes sedated &amp;resting.waiting 4 some more test results#Eric WILL WIN BATTLE! V has the flu &amp;is trying 2get some rest 
42554,1,Sentiment140,"@AngelDawn13 Thank you.  Ella won't talk to me, either."
42589,1,Sentiment140,@AngelicaCurves  hey hey hey where m hennessy bottle 
42610,1,Sentiment140,"@andyppprice your always the first one to walk downstairs on a morning, so technically, she's gonna be staring and waiting for you "
42638,0,Sentiment140,"@andyrose29 You've prolly tried everything, but I was thinking u could try a herbal remedy/homeopathic medicine..it's worth a shot. "
42643,0,Sentiment140,@angelicucu Now I'm left alone with her lesbian twin sister maggie fox along with 5 kids 
42669,1,Sentiment140,"@AngeliqueCeller hahaha no you are. That's why I tell people, silly!  haha. I miss you, by the way."
42670,1,Sentiment140,@angelirosales! i've seen the the time-travelers' wife trailer! medyo doubtful pa din ako kay eric bana pero it looks good naman. yay! 
42695,0,Sentiment140,@AndyTreharne Yes it is. World Series 2 yrs ago to bottom of the heap. 
42751,0,Sentiment140,@ange1pie I kept thinking yesterday was Friday too! Most disappointed when I realised it wasn't 
42760,1,Sentiment140,@Angelkiss283 It is!  I had some on my break 
42777,1,Sentiment140,@angelofhate playing video games.  DJ-ReBoRn
42819,1,Sentiment140,@Angel35000 awesome thanks 
42873,1,Sentiment140,@Angela_Griffin now that is funny 
42881,0,Sentiment140,@angela0904 who's gonna head up the PCH prize patrol now?  
42893,0,Sentiment140,@AngelaClervoix follow me Angela...I say cool stuff like that from time to time 
42917,1,Sentiment140,@AngieAreI good to see you can enjoy yourself even while &quot;sitting&quot; 
42938,1,Sentiment140,"@angieelenis I dont have a channel yet. I just contribute to some. But I will have my own soon. I would like to watch yours, until then "
43017,0,Sentiment140,"@Angiielala IMY too  ! Well, I BARELY go on there anymore. I went on tonight, and it's like..who are these people.."
43040,1,Sentiment140,"@angeldominguez Gosh, that Carlin jokes seems untranslatable. Though when I read the Spanish I was able to guess the English. "
43052,1,Sentiment140,@angeleyes4914 you're right. I'm working to post a video that shows some of the shoes. My fingers are crossed I get to take a pair home 
43087,1,Sentiment140,"@AngryBritain Another great motivational speech. Chill out, have a laugh, relax fella! It's Sunday "
43182,0,Sentiment140,@AngeliqueBates U NOT FOLLOWIN ME 
43185,0,Sentiment140,@angelistic loool .. I'm getting them 
43188,0,Sentiment140,"@angelixd Good point.  I did have a blog once, but I eventually shut it down because most of the people who read it sent me hate mail "
43276,1,Sentiment140,"@angelovemiley aaw, that's not nice =/ haha I embarresed myself today "
43296,0,Sentiment140,@Animalsroc4evr Just a bad day. 
43302,0,Sentiment140,@anime2allz Hi. Liked your profile and thought i would say Hi. Twitter has been acting up recently for me too 
43315,0,Sentiment140,@AnimeNut lol i wouldnt want you to either. i don't want anyone else to feel like this 
43330,0,Sentiment140,@alexrappley. Me too 
43386,0,Sentiment140,@Anistorm I feel the same way 
43406,1,Sentiment140,"@AngelWings87 ._. Just remember though that all the details of your mind whether they feel good or bad, make you unique "
43466,1,Sentiment140,@alexxpiinksz  i love you alex..  you're my idol  LoL hahaha
43492,1,Sentiment140,@Anjeebaby @MyNameIsLaurrra @petercuminmyear @MarDixon @bono778 @blackbirdsings @Lozzykinz #followfriday 
43534,0,Sentiment140,"@angieg415 @jenisue heyo look at me, two (three!) tweets in as many hours!  but i must say, this twitter biz makes me uncomfortable "
43535,1,Sentiment140,@AngieGalvin - A little bit of both 
43557,0,Sentiment140,@ankita_gaba aww. didn't mean to be rude. But I thought @Shadez was .  Sorry for hurting ya guys  just shared my thought 
43597,0,Sentiment140,@angiesweethome 
43599,1,Sentiment140,@Angiethedreamer  wuddup angilicious ... hey thats my new name for u lol ... glad ur on twitter .. 
43623,1,Sentiment140,@ann_9787 let's go to happy hour somewhere sometime 
43655,1,Sentiment140,@Anglia_Execs A busy one like you but hey that's gotta be good right?! Working on LOADS of new &quot;stuff&quot; that I wanna launch re DIY SEO 
43704,1,Sentiment140,@annabates The park sounds good to me  Let's get on the texts 
43737,0,Sentiment140,"@angsavestheday oohh, i'm sorry  well, i was up at ursa major all day. &amp; i left before school got out! "
43757,0,Sentiment140,"@angwe no, probably not. Mostly because that time of the year for me is really busy with school and other stuff. "
43758,0,Sentiment140,@AnhHoang  Where? Here? *Hugs*
43765,1,Sentiment140,@annadeca07 Go! Join Plurk. 
43770,0,Sentiment140,@annadontsurf  CHEER UP BUTTERCUP! ill bake you a cake full of rainbows and smiles.
43797,0,Sentiment140,@Annakajima I can't see that as you have to be logged in 
43867,1,Sentiment140,@annamoore3701 it was the cutest movie ever and then after words I ended up hitting up T Bell with my bestie Kat  yuumm
43873,0,Sentiment140,@annanoe iiiiii missed this memo. WHY ARE YOU NOT COMING?!?!  (that's what she said)
43977,1,Sentiment140,"@aninah Hello, darling! "
44013,0,Sentiment140,@Anne349 probably! i'm waiting for a call  i'll just know it tomorrow morning 
44050,0,Sentiment140,@anitabora I am in chennai till 6th and then I will have only 5 days 
44080,1,Sentiment140,@annejulieart Good evening 
44107,1,Sentiment140,"@Anitta_ yes, I have tuenti  searh &quot;ieves Herrero&quot; school, &quot;juana I de Castilla&quot; and this Iï¿½m "
44149,0,Sentiment140,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
44161,1,Sentiment140,@ankurb now I know 
44205,1,Sentiment140,"@AnneShirley06 omg, I wanna try one!!!! I love the commercial!!! Do you wanna get frosty with me!??? "
44243,1,Sentiment140,"@annaaralar I love Blair W, etc's prolly showing the latest season! enjoy!  i'm soo bored."
44258,1,Sentiment140,@alexzjohnson I can't wait to hear your new music! 
44263,0,Sentiment140,@aleyrose Why are you going to miss them? Where are you going? 
44284,1,Sentiment140,@algore I waste my time on twitter 
44307,0,Sentiment140,@annabethblue that's a really cool feature. Hopefully you'll get a blackberry version. Still no contacts like Twitterena 
44311,1,Sentiment140,@annabranch You just let me know how that goes. 
44345,1,Sentiment140,@Ali_Sweeney Looks like fun pics but hopefully we will have EJami pics soon 
44375,0,Sentiment140,@anneversteeg I know right! 
44391,0,Sentiment140,@anniea89 Sanity @ Randwick closed about 5 months ago! :'( This saddens me deeply as I'm in walking distance of Royal Randwick. 
44421,1,Sentiment140,"@annaliequando I was visiting customers in Lancaster, Liverpool and Preston. Back home now. "
44511,0,Sentiment140,@AnnaSaccone yt is being really weird these days 
44522,0,Sentiment140,"@AnnieDAFG MORNING   nah i didnt go with them today  they missed the train in the morn, so went to church in london instead"
44531,1,Sentiment140,@anniekfox you are very welcome 
44542,0,Sentiment140,@anniemagus Yeah.... me too.  Do we have a field report yet?
44550,1,Sentiment140,@Anniepooh ohhhhh that was you? sorry I didn't realize at first. ps I love your background. makes me hungry even though I'm not 
44649,0,Sentiment140,"@AnneGogh re: church. Agreed, I'm really missing going. I'm pretty much housebound these days. "
44655,1,Sentiment140,@AnneJudith @MalafideMarloes @droesjka goodmorning! 
44717,1,Sentiment140,"@AnnelieSch26 put yourself out there.  do u have online dating, u could try that, it worked for me "
44777,1,Sentiment140,"@anonymum Pfffft, 14 hours is nothing. Try 24 hours "
44790,1,Sentiment140,"@AnoopDoggDesai Hey,Anoop! Hows it goin?  *~ Whit ~*"
44797,0,Sentiment140,"@AnoopDoggDesai OH YES! finally u tweet bout football, but wait... u're an American so u mean... football which is not soccer? "
44847,1,Sentiment140,@annhamilton Thank you Girl for th Friday love I miss you guys already 
44860,0,Sentiment140,"@AliceCullenlJ im good, cant get to sleep!  you?"
44863,1,Sentiment140,@alicee_ my dog tags stay in this box thing i have with my hello kitty blingy. 
44924,1,Sentiment140,@Anothermelody thanks 
44927,1,Sentiment140,"@anotherojplease I think Kelz, as well as myself, were doomed from the very beginning "
44938,0,Sentiment140,@anoushanzume Sad... Annemieke just had to council people wherr someting similar happened near Ã  hospital 
44955,0,Sentiment140,@ansya should I also turn of my radio and disconnect the internet?? Supporting Andy with the power of the mind... 
45002,1,Sentiment140,@antandbecks Hey could you guys play a song for me?? Say its requested by Bex Colbran of Busso  Four Non Blondes - Whats Going On PLEASE x
45046,1,Sentiment140,@annikaleigh Don't forget that feminism and cosmo say the same things - love and enjoy having your body because it is yours!!  GL
45054,0,Sentiment140,@annisugar I love Point Blank ! Best game but so hard to find these days 
45060,1,Sentiment140,@annkur  @ruSh_Me #jaljeera tweet up me totally game   
45079,1,Sentiment140,@AnthonyCallea Food again hmm  Enjoy your roast tonight (will we get a picture) &amp; the long weekend whatever planned. @timcampbelltwit
45094,0,Sentiment140,@AnthonyJ720 Hey silly billy I called u last nite sadly no answer 
45150,0,Sentiment140,@annyo84 oh nooo! He's not playing on the summer tour!? 
45170,0,Sentiment140,@anthraxmoh haha the hockey game detroit scored 
45237,0,Sentiment140,@Antiquebasket Work  but have morning off.
45240,1,Sentiment140,@Antisaint_ Mandou muito bem!  Shinedown FTW!
45269,0,Sentiment140,@antoniacarter I feel the same way...I wanna go out 2nite as well but got work in the mornin 
45270,1,Sentiment140,"@antoniagentile Oh yeah!  Over four years now, shes actually going to do the same course as me at uni which is fun! ^.^"
45341,1,Sentiment140,@AlieB34 I am too very much 
45391,1,Sentiment140,@anshusroman i want them too haha 
45397,1,Sentiment140,@answerbitch 25 pages isn't enough to determine what team you are on...keep reading &amp; you might be surprised 
45456,1,Sentiment140,@alijwalker I suppose one notable difference is we don't count our pairs or pride ourselves on the quantity like gals do!  And we can
45498,0,Sentiment140,@alilje why do you say that i'm a dick? i find that hurtful! 
45565,0,Sentiment140,@anthonystonem But I'm almost as fat as her 
45614,1,Sentiment140,@antibob now you're gonna have to email that one to me.  
45653,0,Sentiment140,@antothedrew Don't hate me  we all have flaws haha!
45717,0,Sentiment140,@antipyronympho your yahoo sucks  I was replying. -pout-
45728,0,Sentiment140,@Antiuse  yes that would be tough. Do you sing?! If so you could perform a song that would discretely tell them how u feel. For closure?
45761,1,Sentiment140,"@anuheajams nah no worrys, I gonna try bring mom by to see ya play, she liked ya cd  jus try not to forget me this time rofl"
45892,0,Sentiment140,@ape1213 i was up for frushi but they didnt know where it was so we decided not to  i might call u in a while about pork chops recipe
45913,0,Sentiment140,@antoniojl Take as little as possible to Glastonbury. I stopped going as I kept getting robbed 
45927,1,Sentiment140,@antonywho Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
45941,1,Sentiment140,@alittlebit You big teenager you! 
45946,1,Sentiment140,@alittlelately AWWW JUUUUUUUUUUUDEEEE 
45951,0,Sentiment140,@alittletrendy I didn't even know you had it already! it's so close to the legit version coming now! damn! 
45955,0,Sentiment140,"@alittletrendy yep, I can get over there fine and I can find somewhere to stay fine. I just have no passes  are you serious?"
45973,0,Sentiment140,@alixfersure green day is too expensive 
46003,1,Sentiment140,@anulman got it  thanks for that
46024,0,Sentiment140,@aliyaki I think it's reaallyy pretty! Wish I could have it in blue. 
46025,1,Sentiment140,@aliyasking i just finished reading your deal breaker piece in Upscale 
46072,1,Sentiment140,@aphrodaisy as long as he's your former manager... 
46079,0,Sentiment140,"@Aphrosie oh, still house bound  ouch. I need to get food and things first, but i'll text you this afternoon and hopefully drop up to you"
46103,1,Sentiment140,@AllanGoesDMB wouldn't we all   g'night.  been up far to long today. have a good one!
46131,1,Sentiment140,@Alleexx1995 lol yeah  shoppings great  i spend too much money on clothes aha xxx
46167,0,Sentiment140,@aplusk Haha about the ding dong ditch in Atl!!! They got Kutcherized!!! Wish I had been there 
46171,0,Sentiment140,@allenbenjamin I knoww  I totally snacked on dens' leftover fries though lol. and omg you were at amc for the blackout? we were there too!
46193,0,Sentiment140,"@Alleystack yeah lol, crazy cat woman! haha. i want  real puppy  first thing i will buy when i'm older"
46213,0,Sentiment140,@Allieandra ouch  *passes cetaphil ... or whatever the equivalent is here*
46222,0,Sentiment140,@alliedill awh man 
46301,1,Sentiment140,@anz_rocks19  morning Mrs 
46344,0,Sentiment140,@aplusk This time difference is terrible! I miss everything. 
46376,0,Sentiment140,@aparajuli No not this time around. Really bummed about that 
46432,0,Sentiment140,@allieo I was thinking the same thing since I'm getting married. I just stuck w/ my current last name though 
46443,0,Sentiment140,@allieverhad just &quot;projections&quot; - whatever this means exactly. it's on bbc 2 from 7.30pm. apparently nick griffin may win a seat 
46456,1,Sentiment140,"@allikat It's always 9am so people can get their posts up  --- keep refreshing...or, wait 10 mins "
46635,1,Sentiment140,@appletizzer so how was ur meeting w/ ur &quot;wee man&quot;? 
46661,1,Sentiment140,@aplusk hey ashton!!! congratz for the million followers ....awesome!!!  im one of them XD
46726,1,Sentiment140,@aplusk I would totally move there for that reason alone!  Us Canadians are taxed taxed and taxed again.
46733,1,Sentiment140,@aplusk in the netherlands it's 6.40 pm I'd rather have a beer 
